review,rating,recommended,sentiment,review_length,sentiment_score,purchase_label
I absolutely love my amazon echo. It is very convenient and handy.,5.0,True,positive,12,1,1
Gift for my wife to listen to her music when she's sewing plus being able to purchase supplies as she runs out.,5.0,True,positive,22,1,1
"Overall I was a little skeptical because this wasn't the product I wanted. Turns out, it's amazing!",5.0,True,positive,17,1,1
Really enjoy the interface and how integrate with the amazon music service .....great,5.0,True,positive,13,1,1
I added this to my echo collection great for on the go and around the house. I don't like that you have to tap it to activate,5.0,True,positive,27,1,1
I bought this as a gift for my girlfriend and she loves it.,5.0,True,positive,13,1,1
"I absolutely LOVE my Amazon TAP. It in my opinion is the best blue-tooth speaker around and with the added skills when on wifi, the TAP is better than the Echo! Portable - YES! Sound Quality - OFF THE CHARTS! I blue-tooth this to my computer and listen to movies with GREAT Dolby sound quality. The battery life has been tested during a camping trip. 8 hours and it kept the charge! It's also easy to recharge it without the stand. Very Cool. BEST BUY's PRICE made it ALL THE BEST BUY OF THE CHRISTMAS SEASON! I picked up the item same day at a local Best Buy. The Experience was 1 - 2 - DONE. Very convenient, very helpful. I would recommend this to ALL my friends!!!",5.0,True,positive,128,1,1
I bought this as a Christmas gift. I'm told that they are enjoying it and are very Happy with all it can do.,3.0,True,neutral,23,0,1
Alexa works great. It was easy to set-up and to us. My wife uses it for playing music through her iPhone and is very happy with it. I am always finding and learning new things with Alexa.,5.0,True,positive,37,1,1
I love its portability! The speakers are phenomenal!,5.0,True,positive,8,1,1
"this is a very good product, the speakers are good, the price was right. I liked everything about it, other than the fact that you had to press the button each time you wanted to talk to it, unlike the echo and the dot. The portability was good, but I didn't have much use for it being portable. Unless you are going to keep the Tap within arm's reach, you're better off with one of the other hands free voice activated products. recommended with caveats",4.0,True,positive,85,1,1
I love the Amazon Tap. The sound is great and it's completely portable. It lacks the convenience of touch free voice command but it cost less to compensate. Excellent product for the money!,4.0,True,positive,33,1,1
"Love the Tap, plays my daughter' s music. Works well if you are a Amazon Prime member.",5.0,True,positive,17,1,1
"Was super easy to connect via Bluetooth - great sound, fun to use.",4.0,True,positive,13,1,1
It works well it takes time for it to know your vocabulary,5.0,True,positive,12,1,1
Nice price for a gift idea at the time. Small compact version of Alexa.,5.0,True,positive,14,1,1
"The Tap has been wonderful! We use it as a timer, for a weather update and for general music. The sound is terrific. I would recommend this unit. It is certainly easy to use - just a tap away.",5.0,True,positive,39,1,1
Serves my needs as required. Sound is good. Ability to move device where required is ideal,5.0,True,positive,16,1,1
Amazon is the tip of leading technology. Always have had great luck with their product.,5.0,True,positive,15,1,1
"Speaker is pretty loud and I love that I can take with me but the only downside is you have to hold the ""home"" button to use Alexa",3.0,True,neutral,28,0,1
Love Alexa....it works so well. Speaker system is excellent and it is amazing how many things it does!,5.0,True,positive,18,1,1
You can take everywhere your music and with wifi you are connected with the world. The best is that the battery lasts a long time.,5.0,True,positive,25,1,1
Great service I loved all of the items and were great gifts,5.0,True,positive,12,1,1
"From latest news flash, to weather info, to hearing a joke while cooking and waiting for Alexa to set a timer, the Amazon Tap is a fun tool to have around the house!",5.0,True,positive,33,1,1
"If you want a Tap to make use of Amazon's Alexa voice services, then dont get one. The Tap is a fine enough Bluetooth speaker for wireless music, but the need to touch a button for voice services renders it far less valuable.",3.0,False,neutral,43,0,0
Great sound and functionality. Minimal kinks in programming. Love it for my bedroom.,5.0,True,positive,13,1,1
Happy to have purchased this one for my birthday and this is the best,5.0,True,positive,14,1,1
"Great sound, it needs to be a little more sophisticated in responding to inputs. For example, yesterday I told it to play Mexican music -- didn't know any, same with Mariachi Music. Could not play any, Odd,",3.0,True,neutral,37,0,1
Great for travel. It is very loud for its size. Over all I love it.,5.0,True,positive,15,1,1
purchased this as a christmas gift for our son in law. he loved it and works well. great sound and loves the portability of the unit.,5.0,True,positive,26,1,1
I love this little speaker. I can just voice activate an alarm time or ask Alexa the weather for the day. It's amazing,4.0,True,positive,23,1,1
Smaller version but works great just like the bigger product.,5.0,True,positive,10,1,1
"The Tap is portable, has excellent sound quality and is a good value for the money.",5.0,True,positive,16,1,1
I wanted the technology but didn't want something that listens to the ever-present conversation in my home. The Amazon Tap fit the bill since one must tap its button to get it to listen.It works and works very well.,5.0,True,positive,39,1,1
"Speaker is really cool. Sounds great, easy to use. Love the fact that it is portable. Only downside I see from the more expensive model is you have to tap the button (not always listening)",5.0,True,positive,35,1,1
"Love, love, love this! Can't wait to use it on our deck this summer!",5.0,True,positive,14,1,1
"I added to a ""dot"" purchase for my daughter, and she loved it! The portability and charge feature she really likes. Great gift!",5.0,True,positive,23,1,1
"Overall, I am very impressed with the Amazon Tap. The sound quality isn't the best out there, but the portability makes up for this. The volume is decent as well. There were a few issues with connectivity over the holidays, but for the past month it has been flawless. Very satisfied with purchase.",5.0,True,positive,53,1,1
Amazon Tap.. got it on Black Friday sale.. But so far feel not as easy as I think to use.. But if you just use as Bluetooth speaker and sound is good.. Maybe just have to learn how to use it more..,3.0,True,neutral,42,0,1
"I was looking for a blutooth speaker to use with my phone but I didn't want to worry about things being ordered on my amazon account or the whole dreaded electronic eavsdropping that has been in the news the last few months. This speaker fits the bill as you can disable order by Alexa, and you have to manually push the listen button for the mic to pick up sound. The speaker quality is great for a portable option. The only thing that I don't like is the charging stand can lose connection if its not sitting just right, but I can't knock a star for this as they allow you to plug the cable directly into the unit itself which solves the problem.",5.0,True,positive,124,1,1
"I absolutely love this speaker. It is easy to use and the app is user friendly. I have used it at the beach, pool, lake, and park I will not travel without it.",5.0,True,positive,33,1,1
"Works great if you plan to have it in arms reach. You have to physically tap it to ask Alexa. Store rep knew what we wanted it for and never told us you had to tap, not voice activate. Returned to wait for indefinite out-of-stock Echo to get in eventually.",5.0,False,positive,50,1,0
"Amazon Tap pretty much works as advertised, and understand that the product will evolve with system updates. Love how the weather, traffic, movies and sports scores/schedules are answered quickly and effortlessly. This was an excellent gift as I gave it to both my son and daughter and my son, unknowingly gave we a Tap back as well. Can't wait to see what improvements are made with the updates coming",4.0,True,positive,69,1,1
"The Tap works great, just like Alexa's little helper.",5.0,True,positive,9,1,1
I bought it for my 15 year old daughter and she loves it. Her friends even loved it so much they went and bought them too.,5.0,True,positive,26,1,1
Amazon Tap is exactly what I expected it would be. The sound quality is good with the Alexa features. I love that you can charge it on the base or with micro USB cord. I would recommend it to anyone that is interested in Amazon Echo and would like the portability.,5.0,True,positive,51,1,1
I bought this as a gift for Christmas and it was well liked,5.0,True,positive,13,1,1
The only thing I have to recommend is that it will not hook up with a blue tooth device. Why is that?,5.0,True,positive,22,1,1
Alexa on the go. Works as Bluetooth speaker with your comparable phone.,5.0,True,positive,12,1,1
Don't know how I managed without Alexa. Everyone in the family is enjoying her.,5.0,True,positive,14,1,1
"I was really excited for this speaker. Got it all hooked up to my echo and was ready to go. Then I listened to the music. It has no bass. If you want something the has a good range of sound, this isn't it. It is focused on treble only. No low end. I ended up getting the JBL Charge 3. Love it",3.0,False,neutral,63,0,0
"It's pretty good for what it is designed to do: a portable bluetooth speaker and Alexa-enabled speaker. Not voice controlled so you have to touch the speaker button for Alexa. Nice thing once connected to your Alexa account is that you can play music, whatever, without having your phone nearby though Alexa only works when connected to WiFi. If no Wifi, then connect via bluetooth to play music from any apps. Battery life is also pretty good.",4.0,True,positive,77,1,1
Great product with a ton of features. Add the Echo Dot to get even more out of it,5.0,True,positive,18,1,1
"I got the wrong one, plain and simple. It does what it says, and I like the connection to the internet to play music, but I should have gotten the Echo, I get annoyed at having to go to it and push the button.",4.0,False,positive,44,1,0
"Easy setup, love that its wireless and its fun talking to Alexa as she gives excellent information.",4.0,True,positive,17,1,1
"I'm still learning what all i can do with this device, but I am continually amazed at it's capabilities. I love playing with it and learning from it. When doing other things, I have Tap playing music. I love this thing.",5.0,True,positive,41,1,1
Truly amazing combination of portability and ease of use and good sound.,5.0,True,positive,12,1,1
"Overall for an Alexa product it does the same thing as all the other ones. This one is specifically portable and only needs to be put on the base for charging. The one main issue is that it is not voice activated (meaning it does not listen to you unless you press any of the buttons on top or the mic button in front. By having this feature, I could see it causing excess battery usage. Needs to be able to apps better.",3.0,False,neutral,83,0,0
"I have been enjoying the amazon tap for two weeks, and am still finding new things it will do",5.0,True,positive,19,1,1
"We have had the full-size Echo for over a year, and I love it. The Tap requires you to push the button before Alexa responds to your requests, so that takes a little getting used to after using the big Echo's voice activated requests. The Tap speaker is not as good as the big Echo, but it is a nice portable blue tooth speaker that holds a battery charge. Overall, I really like this...and I found it at best buy for $78!",5.0,True,positive,82,1,1
I gave this to my daughter for Christmas because she wanted a portable speaker. I thought the addition of Alexa would be fun. She loves it. She said the sound is really great.,5.0,True,positive,33,1,1
"I can't say enough about the Amazon Tap. I enjoy playing music from it and that it's portable. I can play music from my Amazon prime account, Pandora or from my phone. It is fun to ask Alexa questions. Yes, Alexa cannot answer all my questions or find everything I ask for, but it is still amazing.",5.0,True,positive,57,1,1
It was a gift. It was a gift. It was a gift. It was a gift.,5.0,True,positive,16,1,1
"I purchased this as a Christmas gift for my daughter.She loves it, easy to use, speakers are more clear than her other devices Great volume",5.0,True,positive,25,1,1
"I didn't want something that was always monitoring room conversations. This appears to only listen when I tap it, and that is much more acceptable to me. Works great. :-)",5.0,True,positive,30,1,1
He loves electronics around Christmas so this was right up his alley! He loves telling Alexa to do things like turn up the thermostat or to play songs,4.0,True,positive,28,1,1
"Bought the Tap for my mom to primarily listen to music. Although my mom forgets ""the girl's name"" haha, we've found Alexa will answer without saying her name. The rechargeable base is nice so the Tap can be moved around the house or outside within range of wifi. Sound is great, too! Pleased!",5.0,True,positive,53,1,1
"Love this product. It is nice looking, easy to carry, and the sound is amazing. Very easy to set up and connect to amazon echo. Nothing to complain about th he speaker itself. However the carrying case is kind of stupid and useless also. One has to take it down just in order to charge.",5.0,True,positive,55,1,1
works as expected. great Christmas present for the kids.,4.0,True,positive,9,1,1
"Has great sound, clarity,alexia has great responses",5.0,True,positive,7,1,1
Bought this for my girlfriend for Christmas and she loves it. Great music player with all the great Alexa capabilities. Opted for the Tap because I'm a bit weary of the Echo always listening.,4.0,True,positive,34,1,1
I liked it as it was a great price and the size was the major factor... Not too big and bulky compared to others.,4.0,True,positive,24,1,1
"This speaker has a great sound and its perfect to take out on the patio or in any room that I am in. The tap is annoying compared to the Echo with voice activation, but the wireless features makes the purchase worth it.",5.0,True,positive,43,1,1
"I debated between the tap and echo, and this went on sale just before Xmas for such a great price at Best Buy. That helped to make up my mind pretty quickly!",5.0,True,positive,32,1,1
Can charge and take anywhere in the house! Holds a long charge.,5.0,True,positive,12,1,1
Most speaker like this will be over USD150.00 but this one is less than that price with a great sound quality,5.0,True,positive,21,1,1
"This has been a very nice addition, it allows the whole family to use and enjoy it.",4.0,True,positive,17,1,1
"So far we are very much enjoying the product. Great for outdoor use by the pool due to its portability. We have not had a chance to really test how long it can go without a charge but a couple hours has been no problem. Only catch is that you cannot stream a single Spotify account on more than one device at the same time, so if you find yourself purchasing the Dot or Echo you will not be able to stream using the same account at the same time.",4.0,True,positive,90,1,1
The tap is amazing. portable and connected to all amazon content,5.0,True,positive,11,1,1
It is a very handy device and I highly recommend it. I also enjoy using Alexa on it.,5.0,True,positive,18,1,1
"While it seemed to work fine, the Tap does not have the open mic feature. While that can be best for some, I bought it as a gift and they would prefer one that listens. The Tap makes you press the mic button every time you wish to communicate with Alexa, which seems to defeat the purpose.",2.0,False,negative,57,-1,0
"the speaker voice quality is terrible compare the similar size my logitech UE BOOM.the price is too high, even I got on promotion with $79",1.0,False,negative,25,-1,0
The speaker sounds very decent for the size and cost but my favorite thing about the speaker is it is wireless and portable. I can charge the speaker and practically take it anywhere without having to plug it in.,5.0,True,positive,39,1,1
"very interesting device, but having to touch button is a pain sometimes.if that would bother you, then go with Echo.",4.0,True,positive,20,1,1
I bought the Tap to integrate with the Echo. It is ideal for my husbands office where he can use it on his desktop in easy reach for music or to contact Alexa. The wireless feature is great but having sound activation would make this product perfect!,4.0,True,positive,47,1,1
Good price works great would buy again good value for the price,5.0,True,positive,12,1,1
"Last Christmas I gave my nephew a fire stick, which he loved. In the meantime, I purchased an Amazon Tap for myself. Since he likes gadgets, I knew he would want one. So I purchased it for him",5.0,True,positive,38,1,1
Took awhile to get connected to my home wifi but now that it is it streams flawlessly with no lags in music. Doesn't have the dynamic sound range as other Bluetooth speakers i own.,4.0,True,positive,34,1,1
"Small, portable works as a blue tooth speaker when I take it away from home with me.",5.0,True,positive,17,1,1
"It's not the echo but for what I paid, it's well worth every penny",5.0,True,positive,14,1,1
"Alexa do ........something? Welcome to the new interconnected world Circlers! Do you want a speaker to stream your music at a voice command? This may be for you! Do you feel that technology is driving our lives more and more toward the dystopia of David Eggers ""The Circle"" and you want to escape from technology for a while? Then likely not, as even though you have to touch the button on this unit as opposed to the always on Echo and Echo Dots, your life is still connected to Alexa via voice prompts! I liked using it for Amazon music, and the occasional Amazon Video, but i have yet to order a pizza or hail an Uber. Some people may feel they need technology to run their lives, I am not quite there yet and may never be! It is fun for what it does though, and it is a good bluetooth speaker!",4.0,True,positive,153,1,1
"Great speaker, Love using voice commands, Even my granddaughters use the voice command to search for songs.",5.0,True,positive,17,1,1
This is a very nice addition to the alexa family pf products. It is wireless so you can move it around to house wherever you want to listen to music at without having to search for plugs. Great sound and portability.,5.0,True,positive,41,1,1
This worked well as an extension of the Amazon Echo to cover our basement living area.,4.0,True,positive,16,1,1
"Doesn't understand some commands or Questions,but good overall",3.0,True,neutral,8,0,1
Very enjoyable and easy for listening to music selections online. It sounds very good for it's size.,5.0,True,positive,17,1,1
"I like how it plays music. It is perfect to connect to smart home products. Such as nest, Belkin , and many others. It is easy to use.",4.0,True,positive,28,1,1
"Gave as a gift.Did not know you had to ""tap"" it before you talk. Thought it was like echo.Anyway, they still love it and does not mind pushing the button to talk.Really likes that it is battery powered, portable.",4.0,True,positive,39,1,1
"I own the Echo, and love the product! So I purchased the Tap as a gift.",5.0,True,positive,16,1,1
Great sound..easy to connect..problem is.. its not voice activated..so u have to push the wake button anytime u need to use it..that means it has b close at hand...,3.0,False,neutral,29,0,0
Camera was perfect for my daughter... she's in yearbook at school and fell in love with it...,5.0,True,positive,17,1,1
I literally use this thing every single day. Love it.,5.0,True,positive,10,1,1
I like it. I use it everyday and so far no cons. Im very please.,5.0,True,positive,15,1,1
With this you have someone to talk to and answers you.,5.0,True,positive,11,1,1
This speaker has great sound and is very easy to use.,5.0,True,positive,11,1,1
I purchased the Amazon Tap when it was on sale for around $80. The sound is amazing (unlike my Amazon Echo it has stereo speakers!) and the battery life is great! It has Wi-Fi and Bluetooth so you can stream from the internet or from your mobile device. Highly recommended!,5.0,True,positive,50,1,1
Fun new product. Great gift idea especially if you aren't good with technology.,5.0,True,positive,13,1,1
It's very tin sounding no bass sounds terrible bought a bose sound link and a amazon dot to hook up to it,1.0,False,negative,22,-1,0
purchased as a gift but I do have the Echo. If the echo works like the Echo it will be great.,4.0,True,positive,21,1,1
"This is one of the best products we have every purchased. Plays any songs, give directions, weather and the sound quality is EXCELLENT!",5.0,True,positive,23,1,1
Sound quality is amazing. I really like the ability to take this on the go. Downside. I wish I didn't have to press the button to talk and to wake the product up,5.0,True,positive,33,1,1
Love it works great a lot of fun great for listening to music,5.0,True,positive,13,1,1
Nice portable speaker but wish the sound quality was better.,3.0,True,neutral,10,0,1
Love it great speaker as long as u have access to WiFi,4.0,True,positive,12,1,1
"Bought the echo first, and liked it so much I bought a Tap to add mobility. I carry it around all the time, to the garage, working out, etc.",5.0,True,positive,29,1,1
"I am a huge fan of the echo. That being said this is the last one I would buy. The original echo's speaker sounds much better and is hands free. The dot has great connection Bluetooth and more importantly audio out to plug into a stereo system. I bought this for the purpose of being able to carry outside around the house when working in the yard. The sound is not as robust as the original echo (not portable - no internal battery), but good enough when in the yard to at least have music.",4.0,True,positive,95,1,1
This is a great product! Would definitely recommend this item!,5.0,True,positive,10,1,1
It makes me so happy to listen all kind of their music station,5.0,True,positive,13,1,1
Pretty good sound for the size and configuration of speaker. Easy to set up.,5.0,True,positive,14,1,1
Bought this gift for my wife and she loves it. Works as expected.,4.0,True,positive,13,1,1
What a terrific device. You can ask it anything and she has an answer. It's small enough to place anywhere so it doesn't look instructive,5.0,True,positive,25,1,1
"This product works great as a little helper and as a great speaker for music. I purchased this for my mother in a nursing home, she loves it! It is very easy to set up and use.",5.0,True,positive,37,1,1
It works about 50% of the time when asking it a question.,3.0,False,neutral,12,0,0
"The Ultimate Bluetooth speaker...I have multiple Amazon Echos and a Whole Echo System set up in my house. I Love Everything Amazon...I can't stand Apple but now I know how they feel...I am a Cult Member of Amazon!!! LOL So anyway...I have been trashing this device...The Tap...because it does not have the always on feature and that is one of the things I like most about the Echo. The only flaw of the Echo is it is not portable..I tried the Triby but I did not like it...more for little kids. So on Black Friday the Amazon Tap was on super sale so I bought it. The Tap is smaller than I thought it was...about 2/3rd the size of the Echo..which is perfect for portability...But don't let the size fool you the sound is only short of Bose when it comes to volume and sound quality. Important note...You don't have to have an Echo to use this device...just The Alexa App on your smart phone. The Tap does everything the Echo does..It is an Amazing Bluetooth speaker...AND IT""S PORTABLE!!! Automatically switches/remembers different WiFi areas and can be used with a Hot Spot. The Most Amazing thing about the Whole Amazon Echo System is that Amazon keeps making enhancements and partnerships weekly. Meaning something it would not do two weeks ago it now does...Some things Even better than Google Now...and Light Years ahead of Siri. The Tap is my new favorite device...it is PERFECT!!! The only flaw is that it IS NOT waterproof...Amazon if you are listening make the next Tap waterproof!!!",5.0,True,positive,261,1,1
"The Amazon Tap is a great mobile Bluetooth speakers, if you are invested in the Amazon eco-system. The produces good sound at all levels, plays music stored in your associated cloud accounts and does everything else the Echo can do, just with mobility added to it (as opposed to the Echo that always has to be plugged into the wall to work).",5.0,True,positive,62,1,1
Didn't want to spend $200 on the Echo for someone who's not use to using a Bluetooth speaker. Great buy and functions well.,5.0,True,positive,23,1,1
If you have Prime this is the best thing you can buy!,5.0,True,positive,12,1,1
"This is a fantastic little speaker with the power of Amazon Alexa. I use it to stream Spotify, Pandora andESPN Radio. Small speaker fills the Garage like a concert hall. Battery last 8 hrs and the charging stand could not be simpler to use.",5.0,True,positive,44,1,1
"I have an echo, tap and a dot. Currently my tap serves as a Bluetooth speaker for my dot - making it more like the echo, but i enjoy being able to take the tap anywhere. It has really good sound much like my echo. It also works great in the app and syncs with all my other products.",5.0,True,positive,59,1,1
Would buy the cheaper one than I bought.The echo is a better product,3.0,True,neutral,13,0,1
I like the Amazon Tap because it is portable. I have used it several times and it makes things a lot easier.,5.0,True,positive,22,1,1
We're in our 70s and and have a good time with it.,4.0,True,positive,12,1,1
This is a great addition to my expanding smart home. The speaker sounds great and alexa is very responsive.,5.0,True,positive,19,1,1
Pretty cool kids love it. Always adding things to my grocery list I didn't want.,4.0,True,positive,15,1,1
"I love this product and that you can take ""Alexa"" everywhere with you because it is a portable speaker. You can connect it to your phone when away from a WiFi building. The speaker is great, it is surrounded by cloth, which I would worry about it getting dirty. The one downside to the tap compared to the Echo Dot or the OG Echo is that Alexa is not always listening and for her to work on the Tap, you have to press the speaker button. Pretty self explanatory name. You have to ""tap"" the tap. I ended up returning it to get the dot. But, like I said, great speaker, great portable device.",4.0,False,positive,114,1,0
This is a great device and so much fun to use. It is so versatile in what it can and control.,5.0,True,positive,21,1,1
No issues at all... wish it were water proof. My kids and family love it.,4.0,True,positive,15,1,1
"Easy set up, tons of music, easy to use. If you are looking for voice activated, this is not it.",5.0,True,positive,20,1,1
"Love that the Tap is portable. Drag it all around the house and outside. I'm not an audiophile, but I think the sound quality is very good except at the highest level. Only wish it was always listening when it is charging on the dock.",4.0,True,positive,45,1,1
"Didn't know I would like it this much, but it's wonderful. I use it mostly for streaming music from Pandora. I love that I don't have to rely on another device and connect via bluetooth like other speakers and the sound it great!",5.0,True,positive,43,1,1
We use this speaker all the time. It's perfect. I would buy this time and time again.,5.0,True,positive,17,1,1
This gizmo is awesome for those who want the portability and cool things you can do with the Alexa world!,4.0,True,positive,20,1,1
We bought to give away at a Halloween party. We own them ourselves and they are awesome,5.0,True,positive,17,1,1
I love this little speaker. It is small enough to carry it wherever I want to bring it yet loud enough to be heard The Alexa interface is pretty cool as well. The only issue for me is that it doesn't connect with Apple Music. This issue is easily resolved by putting Tap in Bluetooth mode and playing Apple Music through my phone to the Tap,4.0,True,positive,66,1,1
"If you want one of the most advanced alarm clocks on the market then this is your device!It works well. Calendar functions, plays radio, most podcasts, can order Domino's. But you have to be aware that most features require to some degree Amazon Prime membership. For example Spotify will not work unless it is a premium account.",4.0,True,positive,57,1,1
"The whole family is using it. Music, Bluetooth speaker, questions, game times, sports scores. Love the portability.",5.0,True,positive,17,1,1
Lets me choose the type of music I love. Can even go to the beach with me using my sling.,5.0,True,positive,20,1,1
sound is greatdifficult to connect with hotel wifi'sseems durable,4.0,True,positive,9,1,1
"great for listening to prime music, quick weather reports. volume adjusts quickly and gives status of battery on request.",5.0,True,positive,19,1,1
Has good sound for little speaker & good for getting information with out getting up.,5.0,True,positive,15,1,1
"If you dont need the voice activation of Alexa, or want a smaller footprint and something that you can take with you, consider the Tap. Almost all of the functionality of Alexa, but in a smaller ( and less expensive ) version.Great room filling sound with out the distortion from some of the cheaper alternatives.",5.0,True,positive,55,1,1
The Amazon Tap has great sound and plays most of my requests. Easy to use and easy to set up.,5.0,True,positive,20,1,1
So glad I purchased this productive it use it all the time,5.0,True,positive,12,1,1
I bought this item on a whim and because it was on sale. I've been pleasantly surprised. Search sounds great for its size.,4.0,True,positive,23,1,1
Battery life is very long and the sound is surprisingly good. Alexa is not as 'smart' as the marketing would like you to think. I get a lot of 'I don't know the answer to that',3.0,True,neutral,36,0,1
"This is a decent tag along item to go with the Echo. It does the trick as a stand alone as well if a speaker and Alexa service is all you're looking for. Only downside is, if you also own an Echo, when you push the button on the Tap to speak to Alexa, since she is always listening on the Echo, she tends to pick up your commands on the Echo as well. Be sure to place the Tap a decent distance away from the Echo. Otherwise, this does what it's intended to do.",4.0,True,positive,95,1,1
Love every aspect of the Echo. We even went and bought a Tap!,5.0,True,positive,13,1,1
"What I like is it its sound, it's portable and I use it at work. The sound fills the whole office.",5.0,True,positive,21,1,1
This is a nice item..I can set reminders get news and weather..all by the tap of a button,5.0,True,positive,18,1,1
This is the echo you can take anywhere. Runs on battery and can connect via bluetooth when away from wifi.,5.0,True,positive,20,1,1
I would recommend it. It is fun to use and puts out good sound.,5.0,True,positive,14,1,1
Got this on sale for 100! Replaces my 500 cds! Must buy as long as you have Prime!,5.0,True,positive,18,1,1
"Excellent sound and fun. Very portable and easy to carry in backpack. All the features of Echo and Echo Dot but you must ""Tap"" the button before speaking.",5.0,True,positive,28,1,1
"hard to use, and does not support Guam. online instructions not clear",1.0,False,negative,12,-1,0
It's great just wish it did not need a button to work. Otherwise love it!,5.0,True,positive,15,1,1
"Works great, sound is clear and is really loud. Would recommend",5.0,True,positive,11,1,1
This is such a great product I have two of them! Would highly recommend.,5.0,True,positive,14,1,1
The touch is a great device to control connected home products. Perfect for outside use for prime music also.,5.0,True,positive,19,1,1
"Bought this for my boyfriend, he LOVES it! He takes it on every trip we go on. It's so powerful for such a small speaker! I would definitely recommend this to anyone.",5.0,True,positive,32,1,1
I have an Amazon Echo and the Amazon Tap works wonderfully with Echo. The sound quality is great. It is easy to use and set up. It beats turning on the receiver for music. If you are looking for great and easy sound machine the Tap is it.,5.0,True,positive,48,1,1
Bought as a family gift. We use it all the time now. Very helpful and covenient,5.0,True,positive,16,1,1
"Overall good, not great. I get tired of having to push the button to talk to her and she can't find a lot of the music I liked. Am getting some Dots to see how they will work. For price point it works.",4.0,True,positive,43,1,1
This is a awesome product. My husband and I love it.,5.0,True,positive,11,1,1
Love the sound that comes out and Alexa is very informative!,4.0,True,positive,11,1,1
"I have not had such a reliable speaker before. It is so easy to charge, and so easy to start playing songs right away. With Alexa, you can access information quicker than pulling out your phone, unlocking it, and pulling up Google.com. Love it.",4.0,True,positive,44,1,1
"Alexa works great, but the the sound quality of this speaker is terrible, your much better off with a echo dot and bose sound link mini set up.",3.0,False,neutral,28,0,0
"I bought this speaker after looking at other speakers from Bose and Beats. I purchased this one because it had great sound, but also because it was cheaper than competitors and had many additional capabilities via Alexa voice control. I love the ability to walk around the house and use streaming services via voice. It's great than I can carry just the speaker and not have to rely upon a phone app to change songs, playlists, volume, etc. The Alexa voice recognition works very well--it seems to be more accurate than Siri. I frequently ask Alexa what song is playing. I also ask Alexa to search for certain songs that I want to hear. If not in my library, it will play from Prime Music, similar to the way Apple Music functions. Additional voice features I use are news reports, weather forecasts, and control of WeMo switches in my home. Overall a great buy.",5.0,True,positive,154,1,1
"I wasn't sure how we would like the tap, but I must say it has been fun talking to Alexa. I like asking her to tell me a joke, play my favorite radio station or play music. The fun continues as I add apps and Alexa expands her knowledge base.",4.0,True,positive,50,1,1
Awesome. I really enjoy using it. The portability is a plus!,4.0,True,positive,11,1,1
"Full disclosure. I own five Amazon echos including a few Dots as well as this Tap, so obviously I'm a fan of echoes. Honestly I couldn't figure out from Amazons marketing and the online review how the Tap fit in as compared to full blown Echo and the Dot. I kept thinking it was limited compared to the Echo and the Dot because you had to Tap the button to ask it question. However given that it's completely portable and runs for up to six hours on a charge it makes sense that it would wast battery if it was always listening for a voice command. IMO, the Tap sounds just as good and maybe even better the the Echo in a much smaller form factor. Since it's portable it's probably going to be sitting next to you any way so tapping to ask a question is not really an issue and in someways is better when you have a full table as you can control who gets to request music. My friends and I get into fun wars asking for different music on the full blown Echo but it can also get a little annoying when someone plays Michael Bolton over my Bruce Springsteen. Bottom line just as good of sound as the full blown Tap in a portable and smaller form. Very Happy with all my echoes but this may be my favorite.",5.0,True,positive,235,1,1
"Nice sound for the money, good highs not much lows",4.0,True,positive,10,1,1
Great additional piece to go with Echo. If you want a additional unit you can't beat this product and the price!,5.0,True,positive,21,1,1
The product it amazing love that it turns in lights on and plays my favorite music.,5.0,True,positive,16,1,1
"Tap is a portable Amazon Echo with speakers. Great for carrying to basement or upstairs. Works like echo but not voice activated, you must ""tap"" it before talking.",5.0,True,positive,28,1,1
We have the tap and the echo. I wouldn't buy another tap. It's the voice activation that is so good. But if you don't mind having to push the button for every command then the tap is ok. But for me... only echo.,4.0,False,positive,43,1,0
"I bought this to listen to music. I do not use the Alexa feature all that much. The feature does work great, but it gets annoying having to press the button vs how on the echo you just speak. The speakers work great. I can hear the music crystal clear throughout the majority of my house while playing it. Bass is decent. I would recommend to someone.",4.0,True,positive,67,1,1
"I read all reviews about the tap so I decided to try it, I love it. The tap keeps me up to date with weather, news etc. I use it every day.",5.0,True,positive,32,1,1
"Good sound but unlike Echo, you have to press a button on the device to have it do what you want it to do. I ordered a Dot so this may solve that issue.",4.0,True,positive,34,1,1
"great device to listen to music,best blue tooth on the market today,I highly recommend it",5.0,True,positive,15,1,1
This is awesome addition to the stationary Echo. I can take this out in the yard or garage when working outside. Great sound and long battery,5.0,True,positive,26,1,1
"Used it as a bluetooth speaker and love how I can use Spotify with it....just say Alexa, and ask for your favorite artist.....",4.0,True,positive,23,1,1
It's pretty cool. Integration with Amazon Music via the mobile phone interface is a little iffy which is odd given both products come from the same company.,4.0,True,positive,27,1,1
"If you already have the Amazon Echo system then the Tap is a nice addition. I use it primarily as an outdoor speaker for my patio when the weather is nice. There are Bluetooth speakers on the market with better sound quality but it does an adequate job as a speaker. The real advantage is being able to interface with the Echo system as well as item to music, news,etc. I have not used it off it's charger long enough to comment on battery life but so far a six hour session outside was no problem.",4.0,True,positive,96,1,1
I do like the portability of my Tap. You do lose some features from the Echo - like speaking to it from across the room. But i'm happy with it and it has good sound. great to take out by the pool!,4.0,True,positive,42,1,1
